 Ödül: -4799.10, Son 100 Bölüm Ort. Ödül: -11093.54
Adım: 309709, Bölüm Bitti, Ödül: -2888.41, Son 100 Bölüm Ort. Ödül: -11075.21
Adım: 913480, Bölüm Bitti, Ödül: -4648.63, Son 100 Bölüm Ort. Ödül: -10415.81
Adım: 913500, Bölüm Bitti, Ödül: -4288.91, Son 100 Bölüm Ort. Ödül: -10416.85
Adım: 913512, Bölüm Bitti, Ödül: -2368.28, Son 100 Bölüm Ort. Ödül: -10312.35
Adım: 913576, Bölüm Bitti, Ödül: -14828.53, Son 100 Bölüm Ort. Ödül: -10436.91
Adım: 913599, Bölüm Bitti, Ödül: -5313.33, Son 100 Bölüm Ort. Ödül: -10429.16
Adım: 913645, Bölüm Bitti, Ödül: -9673.81, Son 100 Bölüm Ort. Ödül: -10472.02
Adım: 913666, Bölüm Bitti, Ödül: -5255.33, Son 100 Bölüm Ort. Ödül: -10484.33
Adım: 913697, Bölüm Bitti, Ödül: -7284.92, Son 100 Bölüm Ort. Ödül: -10455.24
Adım: 913719, Bölüm Bitti, Ödül: -4995.64, Son 100 Bölüm Ort. Ödül: -10473.15
Adım: 913823, Bölüm Bitti, Ödül: -21313.83, Son 100 Bölüm Ort. Ödül: -10557.58
Adım: 913848, Bölüm Bitti, Ödül: -5151.03, Son 100 Bölüm Ort. Ödül: -10558.64
Adım: 913932, Bölüm Bitti, Ödül: -17198.45, Son 100 Bölüm Ort. Ödül: -10670.63
Adım: 913960, Bölüm Bitti, Ödül: -5500.91, Son 100 Bölüm Ort. Ödül: -10696.96
Adım: 913970, Bölüm Bitti, Ödül: -2131.12, Son 100 Bölüm Ort. Ödül: -10705.56
Adım: 913988, Bölüm Bitti, Ödül: -4135.98, Son 100 Bölüm Ort. Ödül: -10719.52
Adım: 914033, Bölüm Bitti, Ödül: -10296.64, Son 100 Bölüm Ort. Ödül: -10761.67
Adım: 914069, Bölüm Bitti, Ödül: -7295.86, Son 100 Bölüm Ort. Ödül: -8615.89
Adım: 914136, Bölüm Bitti, Ödül: -13944.40, Son 100 Bölüm Ort. Ödül: -8721.32
Adım: 914145, Bölüm Bitti, Ödül: -1780.23, Son 100 Bölüm Ort. Ödül: -8700.23
Adım: 914196, Bölüm Bitti, Ödül: -10003.25, Son 100 Bölüm Ort. Ödül: -8698.20
Adım: 914230, Bölüm Bitti, Ödül: -7511.51, Son 100 Bölüm Ort. Ödül: -8752.20
Adım: 914275, Bölüm Bitti, Ödül: -10256.08, Son 100 Bölüm Ort. Ödül: -8793.42
Adım: 914285, Bölüm Bitti, Ödül: -2650.01, Son 100 Bölüm Ort. Ödül: -8748.62
Adım: 914319, Bölüm Bitti, Ödül: -7178.09, Son 100 Bölüm Ort. Ödül: -8699.27
Adım: 914358, Bölüm Bitti, Ödül: -8593.21, Son 100 Bölüm Ort. Ödül: -8745.32
Adım: 914385, Bölüm Bitti, Ödül: -6684.89, Son 100 Bölüm Ort. Ödül: -8751.89
Adım: 914443, Bölüm Bitti, Ödül: -13583.68, Son 100 Bölüm Ort. Ödül: -8830.33
Adım: 914496, Bölüm Bitti, Ödül: -11651.79, Son 100 Bölüm Ort. Ödül: -8900.01
Adım: 914524, Bölüm Bitti, Ödül: -6110.03, Son 100 Bölüm Ort. Ödül: -8894.64
Adım: 914531, Bölüm Bitti, Ödül: -1678.14, Son 100 Bölüm Ort. Ödül: -8845.38
Adım: 914543, Bölüm Bitti, Ödül: -2036.33, Son 100 Bölüm Ort. Ödül: -8803.33
Adım: 914582, Bölüm Bitti, Ödül: -8905.15, Son 100 Bölüm Ort. Ödül: -8837.81
Adım: 914677, Bölüm Bitti, Ödül: -19200.96, Son 100 Bölüm Ort. Ödül: -9002.83
Adım: 914694, Bölüm Bitti, Ödül: -3805.67, Son 100 Bölüm Ort. Ödül: -8974.39
Adım: 914703, Bölüm Bitti, Ödül: -1917.19, Son 100 Bölüm Ort. Ödül: -8872.36
Adım: 914758, Bölüm Bitti, Ödül: -12694.17, Son 100 Bölüm Ort. Ödül: -8951.49
Adım: 914770, Bölüm Bitti, Ödül: -3385.99, Son 100 Bölüm Ort. Ödül: -8912.62
Adım: 914784, Bölüm Bitti, Ödül: -2628.19, Son 100 Bölüm Ort. Ödül: -8903.86
Adım: 914800, Bölüm Bitti, Ödül: -3099.93, Son 100 Bölüm Ort. Ödül: -8893.49
Adım: 914886, Bölüm Bitti, Ödül: -20410.36, Son 100 Bölüm Ort. Ödül: -9067.31
Adım: 914898, Bölüm Bitti, Ödül: -2308.93, Son 100 Bölüm Ort. Ödül: -9028.74
Adım: 914921, Bölüm Bitti, Ödül: -4555.74, Son 100 Bölüm Ort. Ödül: -9023.70
Adım: 914944, Bölüm Bitti, Ödül: -4453.61, Son 100 Bölüm Ort. Ödül: -9005.64
Adım: 914961, Bölüm Bitti, Ödül: -3931.50, Son 100 Bölüm Ort. Ödül: -8930.01
Adım: 914975, Bölüm Bitti, Ödül: -3702.15, Son 100 Bölüm Ort. Ödül: -8929.21
Adım: 915016, Bölüm Bitti, Ödül: -9311.22, Son 100 Bölüm Ort. Ödül: -8997.52
Adım: 915057, Bölüm Bitti, Ödül: -9642.30, Son 100 Bölüm Ort. Ödül: -9043.65
Adım: 915084, Bölüm Bitti, Ödül: -6722.69, Son 100 Bölüm Ort. Ödül: -9077.51
Adım: 915097, Bölüm Bitti, Ödül: -3177.04, Son 100 Bölüm Ort. Ödül: -8961.53
Adım: 915139, Bölüm Bitti, Ödül: -8493.62, Son 100 Bölüm Ort. Ödül: -9018.14
Adım: 915150, Bölüm Bitti, Ödül: -2207.86, Son 100 Bölüm Ort. Ödül: -6766.72
Adım: 915161, Bölüm Bitti, Ödül: -2675.11, Son 100 Bölüm Ort. Ödül: -6684.33
Adım: 915182, Bölüm Bitti, Ödül: -3968.78, Son 100 Bölüm Ort. Ödül: -6634.55
Adım: 915211, Bölüm Bitti, Ödül: -6898.92, Son 100 Bölüm Ort. Ödül: -6553.82
Adım: 915224, Bölüm Bitti, Ödül: -3039.93, Son 100 Bölüm Ort. Ödül: -6559.74
Adım: 915261, Bölüm Bitti, Ödül: -8724.84, Son 100 Bölüm Ort. Ödül: -6597.10
Adım: 915282, Bölüm Bitti, Ödül: -5305.55, Son 100 Bölüm Ort. Ödül: -6557.66
Adım: 915350, Bölüm Bitti, Ödül: -13553.50, Son 100 Bölüm Ort. Ödül: -6650.16
Adım: 915362, Bölüm Bitti, Ödül: -3133.81, Son 100 Bölüm Ort. Ödül: -6601.77
Adım: 915394, Bölüm Bitti, Ödül: -5651.99, Son 100 Bölüm Ort. Ödül: -6535.94
Adım: 915415, Bölüm Bitti, Ödül: -3743.96, Son 100 Bölüm Ort. Ödül: -6383.68
Adım: 915450, Bölüm Bitti, Ödül: -7426.38, Son 100 Bölüm Ort. Ödül: -6411.06
Adım: 915570, Bölüm Bitti, Ödül: -26237.88, Son 100 Bölüm Ort. Ödül: -6648.01
Adım: 915583, Bölüm Bitti, Ödül: -2886.60, Son 100 Bölüm Ort. Ödül: -6644.07
Adım: 915612, Bölüm Bitti, Ödül: -6309.74, Son 100 Bölüm Ort. Ödül: -6648.52
Adım: 915628, Bölüm Bitti, Ödül: -3407.42, Son 100 Bölüm Ort. Ödül: -6647.72
Adım: 915671, Bölüm Bitti, Ödül: -11094.57, Son 100 Bölüm Ort. Ödül: -6710.09
Adım: 915714, Bölüm Bitti, Ödül: -9276.53, Son 100 Bölüm Ort. Ödül: -6771.53
Adım: 915737, Bölüm Bitti, Ödül: -4519.57, Son 100 Bölüm Ort. Ödül: -6725.61
Adım: 915780, Bölüm Bitti, Ödül: -9280.40, Son 100 Bölüm Ort. Ödül: -6749.71
Adım: 915820, Bölüm Bitti, Ödül: -9050.87, Son 100 Bölüm Ort. Ödül: -6782.51
Adım: 915856, Bölüm Bitti, Ödül: -7944.51, Son 100 Bölüm Ort. Ödül: -6833.47
Adım: 915893, Bölüm Bitti, Ödül: -9753.87, Son 100 Bölüm Ort. Ödül: -6890.04
Adım: 915989, Bölüm Bitti, Ödül: -20943.39, Son 100 Bölüm Ort. Ödül: -7075.38
Adım: 915999, Bölüm Bitti, Ödül: -2212.56, Son 100 Bölüm Ort. Ödül: -7078.50
Adım: 916096, Bölüm Bitti, Ödül: -21335.80, Son 100 Bölüm Ort. Ödül: -7148.82
Adım: 916127, Bölüm Bitti, Ödül: -7176.77, Son 100 Bölüm Ort. Ödül: -7149.51
Adım: 916138, Bölüm Bitti, Ödül: -1758.91, Son 100 Bölüm Ort. Ödül: -7128.09
Adım: 916170, Bölüm Bitti, Ödül: -7534.57, Son 100 Bölüm Ort. Ödül: -7121.66
Adım: 916191, Bölüm Bitti, Ödül: -4766.09, Son 100 Bölüm Ort. Ödül: -7107.21
Adım: 916215, Bölüm Bitti, Ödül: -5109.63, Son 100 Bölüm Ort. Ödül: -6957.76
Adım: 916223, Bölüm Bitti, Ödül: -1629.02, Son 100 Bölüm Ort. Ödül: -6923.42
Adım: 916234, Bölüm Bitti, Ödül: -2274.12, Son 100 Bölüm Ort. Ödül: -6914.16
Adım: 917234, Bölüm Bitti, Ödül: -222336.99, Son 100 Bölüm Ort. Ödül: -9119.35
Adım: 917260, Bölüm Bitti, Ödül: -4518.56, Son 100 Bölüm Ort. Ödül: -9116.45
Adım: 917271, Bölüm Bitti, Ödül: -2465.95, Son 100 Bölüm Ort. Ödül: -9038.41
Adım: 917349, Bölüm Bitti, Ödül: -17694.31, Son 100 Bölüm Ort. Ödül: -9184.62
Adım: 917369, Bölüm Bitti, Ödül: -4986.65, Son 100 Bölüm Ort. Ödül: -9162.69
Adım: 917399, Bölüm Bitti, Ödül: -5633.90, Son 100 Bölüm Ort. Ödül: -9175.07
Adım: 917420, Bölüm Bitti, Ödül: -4069.36, Son 100 Bölüm Ort. Ödül: -9141.93
Adım: 917448, Bölüm Bitti, Ödül: -6398.70, Son 100 Bölüm Ort. Ödül: -9162.58
Adım: 917474, Bölüm Bitti, Ödül: -5296.16, Son 100 Bölüm Ort. Ödül: -9169.80
Adım: 917557, Bölüm Bitti, Ödül: -17879.71, Son 100 Bölüm Ort. Ödül: -9316.79
Adım: 917581, Bölüm Bitti, Ödül: -4844.98, Son 100 Bölüm Ort. Ödül: -9335.36
Adım: 917601, Bölüm Bitti, Ödül: -4962.82, Son 100 Bölüm Ort. Ödül: -9339.21
Adım: 917630, Bölüm Bitti, Ödül: -7991.82, Son 100 Bölüm Ort. Ödül: -9376.74
Adım: 917649, Bölüm Bitti, Ödül: -4408.73, Son 100 Bölüm Ort. Ödül: -9337.51
Adım: 917698, Bölüm Bitti, Ödül: -9867.93, Son 100 Bölüm Ort. Ödül: -9406.55
Adım: 917715, Bölüm Bitti, Ödül: -3673.24, Son 100 Bölüm Ort. Ödül: -9386.30
Adım: 917739, Bölüm Bitti, Ödül: -5054.91, Son 100 Bölüm Ort. Ödül: -9406.07
Adım: 917790, Bölüm Bitti, Ödül: -12020.44, Son 100 Bölüm Ort. Ödül: -9479.79
Adım: 917810, Bölüm Bitti, Ödül: -3945.15, Son 100 Bölüm Ort. Ödül: -9476.35
Adım: 917819, Bölüm Bitti, Ödül: -2010.83, Son 100 Bölüm Ort. Ödül: -9472.78
Adım: 918255, Bölüm Bitti, Ödül: -98684.57, Son 100 Bölüm Ort. Ödül: -10311.34
Adım: 918286, Bölüm Bitti, Ödül: -7460.41, Son 100 Bölüm Ort. Ödül: -10332.81
Adım: 918294, Bölüm Bitti, Ödül: -1911.28, Son 100 Bölüm Ort. Ödül: -10255.19
Adım: 918319, Bölüm Bitti, Ödül: -5845.30, Son 100 Bölüm Ort. Ödül: -10261.09
Adım: 918330, Bölüm Bitti, Ödül: -2401.66, Son 100 Bölüm Ort. Ödül: -10212.25
Adım: 918357, Bölüm Bitti, Ödül: -4534.05, Son 100 Bölüm Ort. Ödül: -10207.64
Adım: 918393, Bölüm Bitti, Ödül: -9120.21, Son 100 Bölüm Ort. Ödül: -10085.70
Adım: 918436, Bölüm Bitti, Ödül: -10379.77, Son 100 Bölüm Ort. Ödül: -10137.99
Adım: 918455, Bölüm Bitti, Ödül: -4039.17, Son 100 Bölüm Ort. Ödül: -10006.40
Adım: 918581, Bölüm Bitti, Ödül: -25156.91, Son 100 Bölüm Ort. Ödül: -10202.96
Adım: 918633, Bölüm Bitti, Ödül: -11675.10, Son 100 Bölüm Ort. Ödül: -10298.40
Adım: 918645, Bölüm Bitti, Ödül: -2485.13, Son 100 Bölüm Ort. Ödül: -10281.89
Adım: 918666, Bölüm Bitti, Ödül: -4549.76, Son 100 Bölüm Ort. Ödül: -10224.42
Adım: 918682, Bölüm Bitti, Ödül: -3318.69, Son 100 Bölüm Ort. Ödül: -10184.65
Adım: 918701, Bölüm Bitti, Ödül: -4316.12, Son 100 Bölüm Ort. Ödül: -10088.36
Adım: 918721, Bölüm Bitti, Ödül: -4034.48, Son 100 Bölüm Ort. Ödül: -10110.91
Adım: 918754, Bölüm Bitti, Ödül: -7007.81, Son 100 Bölüm Ort. Ödül: -10080.95
Adım: 918764, Bölüm Bitti, Ödül: -1985.04, Son 100 Bölüm Ort. Ödül: -10025.69
Adım: 918781, Bölüm Bitti, Ödül: -3362.11, Son 100 Bölüm Ort. Ödül: -9956.75
Adım: 918806, Bölüm Bitti, Ödül: -5032.49, Son 100 Bölüm Ort. Ödül: -9980.57
Adım: 918832, Bölüm Bitti, Ödül: -4523.07, Son 100 Bölüm Ort. Ödül: -9954.02
Adım: 918846, Bölüm Bitti, Ödül: -4198.25, Son 100 Bölüm Ort. Ödül: -9910.07
Adım: 918888, Bölüm Bitti, Ödül: -9096.83, Son 100 Bölüm Ort. Ödül: -9934.19
Adım: 918906, Bölüm Bitti, Ödül: -3064.26, Son 100 Bölüm Ort. Ödül: -9829.00
Adım: 918950, Bölüm Bitti, Ödül: -8978.66, Son 100 Bölüm Ort. Ödül: -9802.27
Adım: 919017, Bölüm Bitti, Ödül: -15402.01, Son 100 Bölüm Ort. Ödül: -9895.19
Adım: 919051, Bölüm Bitti, Ödül: -7703.92, Son 100 Bölüm Ort. Ödül: -9955.44
Adım: 919064, Bölüm Bitti, Ödül: -2321.73, Son 100 Bölüm Ort. Ödül: -9958.30
Adım: 919085, Bölüm Bitti, Ödül: -5277.45, Son 100 Bölüm Ort. Ödül: -9922.02
Adım: 919095, Bölüm Bitti, Ödül: -2276.19, Son 100 Bölüm Ort. Ödül: -9752.77
Adım: 919131, Bölüm Bitti, Ödül: -8423.35, Son 100 Bölüm Ort. Ödül: -9798.95
Adım: 919143, Bölüm Bitti, Ödül: -2493.89, Son 100 Bölüm Ort. Ödül: -9804.72
Adım: 919232, Bölüm Bitti, Ödül: -19939.74, Son 100 Bölüm Ort. Ödül: -9877.17
Adım: 919249, Bölüm Bitti, Ödül: -3621.47, Son 100 Bölüm Ort. Ödül: -9879.53
Adım: 919267, Bölüm Bitti, Ödül: -3517.26, Son 100 Bölüm Ort. Ödül: -9888.42
Adım: 919302, Bölüm Bitti, Ödül: -7840.27, Son 100 Bölüm Ort. Ödül: -9935.82
Adım: 919316, Bölüm Bitti, Ödül: -3037.92, Son 100 Bölüm Ort. Ödül: -9762.10
Adım: 919348, Bölüm Bitti, Ödül: -5806.63, Son 100 Bölüm Ort. Ödül: -9797.07
Adım: 919356, Bölüm Bitti, Ödül: -1952.79, Son 100 Bölüm Ort. Ödül: -9771.04
Adım: 919376, Bölüm Bitti, Ödül: -4611.78, Son 100 Bölüm Ort. Ödül: -9772.63
Adım: 919413, Bölüm Bitti, Ödül: -7703.22, Son 100 Bölüm Ort. Ödül: -9810.34
Adım: 919434, Bölüm Bitti, Ödül: -5734.26, Son 100 Bölüm Ort. Ödül: -9830.66
Adım: 919702, Bölüm Bitti, Ödül: -58801.68, Son 100 Bölüm Ort. Ödül: -10325.57
Adım: 919727, Bölüm Bitti, Ödül: -5844.04, Son 100 Bölüm Ort. Ödül: -10287.59
Adım: 919750, Bölüm Bitti, Ödül: -5603.61, Son 100 Bölüm Ort. Ödül: -10276.40
Adım: 919809, Bölüm Bitti, Ödül: -13057.07, Son 100 Bölüm Ort. Ödül: -10375.20
Adım: 919829, Bölüm Bitti, Ödül: -3779.56, Son 100 Bölüm Ort. Ödül: -10328.06
Adım: 919846, Bölüm Bitti, Ödül: -3941.96, Son 100 Bölüm Ort. Ödül: -10345.40
Adım: 919867, Bölüm Bitti, Ödül: -5283.57, Son 100 Bölüm Ort. Ödül: -10371.48
Adım: 919878, Bölüm Bitti, Ödül: -2483.20, Son 100 Bölüm Ort. Ödül: -10356.63
Adım: 919899, Bölüm Bitti, Ödül: -4464.29, Son 100 Bölüm Ort. Ödül: -10332.28
Adım: 919912, Bölüm Bitti, Ödül: -2722.88, Son 100 Bölüm Ort. Ödül: -10329.11
Adım: 919958, Bölüm Bitti, Ödül: -11731.44, Son 100 Bölüm Ort. Ödül: -10359.17
Adım: 920004, Bölüm Bitti, Ödül: -11379.61, Son 100 Bölüm Ort. Ödül: -10419.92
Adım: 920056, Bölüm Bitti, Ödül: -11003.38, Son 100 Bölüm Ort. Ödül: -10394.41
Adım: 920069, Bölüm Bitti, Ödül: -2323.52, Son 100 Bölüm Ort. Ödül: -10386.31
Adım: 920099, Bölüm Bitti, Ödül: -6351.23, Son 100 Bölüm Ort. Ödül: -10393.30
Adım: 920114, Bölüm Bitti, Ödül: -2422.59, Son 100 Bölüm Ort. Ödül: -10380.09
Adım: 920136, Bölüm Bitti, Ödül: -6727.46, Son 100 Bölüm Ort. Ödül: -10373.10
Adım: 920153, Bölüm Bitti, Ödül: -3328.26, Son 100 Bölüm Ort. Ödül: -10144.00
Adım: 920169, Bölüm Bitti, Ödül: -3945.13, Son 100 Bölüm Ort. Ödül: -10154.59
Adım: 920180, Bölüm Bitti, Ödül: -1995.11, Son 100 Bölüm Ort. Ödül: -10111.44
Adım: 920254, Bölüm Bitti, Ödül: -16393.23, Son 100 Bölüm Ort. Ödül: -10241.30
Adım: 920330, Bölüm Bitti, Ödül: -16605.71, Son 100 Bölüm Ort. Ödül: -10296.41
Adım: 920358, Bölüm Bitti, Ödül: -6800.03, Son 100 Bölüm Ort. Ödül: -10271.65
Adım: 920391, Bölüm Bitti, Ödül: -7521.46, Son 100 Bölüm Ort. Ödül: -10301.67
Adım: 920404, Bölüm Bitti, Ödül: -2869.50, Son 100 Bölüm Ort. Ödül: -10237.56
Adım: 920429, Bölüm Bitti, Ödül: -6070.95, Son 100 Bölüm Ort. Ödül: -10207.76
Adım: 920489, Bölüm Bitti, Ödül: -13353.08, Son 100 Bölüm Ort. Ödül: -10261.84
Adım: 920541, Bölüm Bitti, Ödül: -11555.85, Son 100 Bölüm Ort. Ödül: -10279.86
Adım: 920571, Bölüm Bitti, Ödül: -6855.54, Son 100 Bölüm Ort. Ödül: -10138.99
Adım: 920584, Bölüm Bitti, Ödül: -3556.87, Son 100 Bölüm Ort. Ödül: -10152.43
Adım: 920597, Bölüm Bitti, Ödül: -2813.17, Son 100 Bölüm Ort. Ödül: -9967.20
Adım: 920613, Bölüm Bitti, Ödül: -3066.85, Son 100 Bölüm Ort. Ödül: -9926.10
Adım: 920630, Bölüm Bitti, Ödül: -3701.94, Son 100 Bölüm Ort. Ödül: -9945.53
Adım: 920653, Bölüm Bitti, Ödül: -4469.10, Son 100 Bölüm Ort. Ödül: -9914.88
Adım: 920673, Bölüm Bitti, Ödül: -4692.45, Son 100 Bölüm Ort. Ödül: -9914.14
Adım: 920748, Bölüm Bitti, Ödül: -15492.94, Son 100 Bölüm Ort. Ödül: -10017.98
Adım: 920781, Bölüm Bitti, Ödül: -8330.15, Son 100 Bölüm Ort. Ödül: -10084.99
Adım: 920883, Bölüm Bitti, Ödül: -23102.35, Son 100 Bölüm Ort. Ödül: -10293.27
Adım: 920902, Bölüm Bitti, Ödül: -4438.44, Son 100 Bölüm Ort. Ödül: -8114.28
Adım: 920913, Bölüm Bitti, Ödül: -2684.90, Son 100 Bölüm Ort. Ödül: -8095.95
Adım: 921276, Bölüm Bitti, Ödül: -80905.63, Son 100 Bölüm Ort. Ödül: -8880.34
Adım: 921292, Bölüm Bitti, Ödül: -3369.21, Son 100 Bölüm Ort. Ödül: -8737.09
Adım: 922292, Bölüm Bitti, Ödül: -219177.28, Son 100 Bölüm Ort. Ödül: -10879.00
Adım: 922303, Bölüm Bitti, Ödül: -3265.58, Son 100 Bölüm Ort. Ödül: -10855.32
Adım: 922318, Bölüm Bitti, Ödül: -3273.78, Son 100 Bölüm Ort. Ödül: -10847.36
Adım: 922336, Bölüm Bitti, Ödül: -4229.19, Son 100 Bölüm Ort. Ödül: -10825.66
Adım: 922354, Bölüm Bitti, Ödül: -4034.75, Son 100 Bölüm Ort. Ödül: -10813.05
Adım: 922402, Bölüm Bitti, Ödül: -11482.25, Son 100 Bölüm Ort. Ödül: -10749.08
Adım: 922452, Bölüm Bitti, Ödül: -10911.60, Son 100 Bölüm Ort. Ödül: -10809.74
Adım: 922551, Bölüm Bitti, Ödül: -21154.97, Son 100 Bölüm Ort. Ödül: -10971.66
Adım: 922563, Bölüm Bitti, Ödül: -1940.34, Son 100 Bölüm Ort. Ödül: -10911.15
Adım: 922595, Bölüm Bitti, Ödül: -6800.09, Son 100 Bölüm Ort. Ödül: -10935.06
Adım: 922625, Bölüm Bitti, Ödül: -5757.08, Son 100 Bölüm Ort. Ödül: -10893.95
Adım: 922641, Bölüm Bitti, Ödül: -2935.28, Son 100 Bölüm Ort. Ödül: -10886.57
Adım: 922672, Bölüm Bitti, Ödül: -7925.24, Son 100 Bölüm Ort. Ödül: -10915.28
Adım: 922714, Bölüm Bitti, Ödül: -9574.09, Son 100 Bölüm Ort. Ödül: -10890.81
Adım: 922747, Bölüm Bitti, Ödül: -7905.15, Son 100 Bölüm Ort. Ödül: -10930.41
Adım: 922757, Bölüm Bitti, Ödül: -1998.86, Son 100 Bölüm Ort. Ödül: -10930.29
Adım: 922815, Bölüm Bitti, Ödül: -12879.32, Son 100 Bölüm Ort. Ödül: -10072.24
Adım: 923815, Bölüm Bitti, Ödül: -226381.60, Son 100 Bölüm Ort. Ödül: -12261.45
Adım: 923895, Bölüm Bitti, Ödül: -18027.15, Son 100 Bölüm Ort. Ödül: -12422.61
Adım: 923946, Bölüm Bitti, Ödül: -12670.47, Son 100 Bölüm Ort. Ödül: -12490.86
Adım: 923971, Bölüm Bitti, Ödül: -6516.65, Son 100 Bölüm Ort. Ödül: -12532.01
Adım: 923987, Bölüm Bitti, Ödül: -3485.42, Son 100 Bölüm Ort. Ödül: -12521.53
Adım: 924038, Bölüm Bitti, Ödül: -12280.19, Son 100 Bölüm Ort. Ödül: -12553.13
Adım: 924052, Bölüm Bitti, Ödül: -3182.25, Son 100 Bölüm Ort. Ödül: -12481.15
Adım: 924076, Bölüm Bitti, Ödül: -5283.16, Son 100 Bölüm Ort. Ödül: -12493.59
Adım: 924090, Bölüm Bitti, Ödül: -3398.28, Son 100 Bölüm Ort. Ödül: -12276.01
Adım: 924103, Bölüm Bitti, Ödül: -2295.40, Son 100 Bölüm Ort. Ödül: -12182.21
Adım: 924121, Bölüm Bitti, Ödül: -3977.45, Son 100 Bölüm Ort. Ödül: -12197.13
Adım: 924192, Bölüm Bitti, Ödül: -17061.82, Son 100 Bölüm Ort. Ödül: -12322.25
Adım: 924289, Bölüm Bitti, Ödül: -23218.21, Son 100 Bölüm Ort. Ödül: -12521.25
Adım: 924317, Bölüm Bitti, Ödül: -5903.45, Son 100 Bölüm Ort. Ödül: -12537.12
Adım: 924337, Bölüm Bitti, Ödül: -4638.14, Son 100 Bölüm Ort. Ödül: -12543.16
Adım: 924354, Bölüm Bitti, Ödül: -2908.56, Son 100 Bölüm Ort. Ödül: -12502.17
Adım: 924384, Bölüm Bitti, Ödül: -6204.39, Son 100 Bölüm Ort. Ödül: -12544.36
Adım: 924402, Bölüm Bitti, Ödül: -4177.59, Son 100 Bölüm Ort. Ödül: -12552.51
Adım: 924486, Bölüm Bitti, Ödül: -19788.29, Son 100 Bölüm Ort. Ödül: -12700.07
Adım: 924502, Bölüm Bitti, Ödül: -3284.42, Son 100 Bölüm Ort. Ödül: -12687.69
Adım: 924558, Bölüm Bitti, Ödül: -10821.04, Son 100 Bölüm Ort. Ödül: -12753.91
Adım: 924595, Bölüm Bitti, Ödül: -8179.81, Son 100 Bölüm Ort. Ödül: -12744.74
Adım: 924608, Bölüm Bitti, Ödül: -2100.39, Son 100 Bölüm Ort. Ödül: -12735.10
Adım: 924635, Bölüm Bitti, Ödül: -5504.46, Son 100 Bölüm Ort. Ödül: -12700.36
Adım: 924652, Bölüm Bitti, Ödül: -4586.50, Son 100 Bölüm Ort. Ödül: -12592.21
Adım: 924672, Bölüm Bitti, Ödül: -4233.29, Son 100 Bölüm Ort. Ödül: -12557.50
Adım: 924687, Bölüm Bitti, Ödül: -3221.76, Son 100 Bölüm Ort. Ödül: -12566.50
Adım: 924708, Bölüm Bitti, Ödül: -4195.10, Son 100 Bölüm Ort. Ödül: -12555.68
Adım: 924727, Bölüm Bitti, Ödül: -4185.21, Son 100 Bölüm Ort. Ödül: -12574.77
Adım: 924754, Bölüm Bitti, Ödül: -5821.73, Son 100 Bölüm Ort. Ödül: -12548.75
Adım: 924769, Bölüm Bitti, Ödül: -3587.23, Son 100 Bölüm Ort. Ödül: -12559.68
Adım: 924786, Bölüm Bitti, Ödül: -3753.10, Son 100 Bölüm Ort. Ödül: -12397.82
Adım: 924807, Bölüm Bitti, Ödül: -4290.50, Son 100 Bölüm Ort. Ödül: -12404.51
Adım: 924839, Bölüm Bitti, Ödül: -7234.71, Son 100 Bölüm Ort. Ödül: -12441.68
Adım: 924865, Bölüm Bitti, Ödül: -5797.39, Son 100 Bölüm Ort. Ödül: -12421.25
Adım: 924877, Bölüm Bitti, Ödül: -2444.72, Son 100 Bölüm Ort. Ödül: -12415.32
Adım: 924912, Bölüm Bitti, Ödül: -8188.40, Son 100 Bölüm Ort. Ödül: -12439.14
Adım: 924944, Bölüm Bitti, Ödül: -7396.18, Son 100 Bölüm Ort. Ödül: -12493.57
Adım: 925020, Bölüm Bitti, Ödül: -17913.92, Son 100 Bölüm Ort. Ödül: -12626.60
Adım: 925075, Bölüm Bitti, Ödül: -12405.02, Son 100 Bölüm Ort. Ödül: -12673.61
Adım: 925094, Bölüm Bitti, Ödül: -3643.19, Son 100 Bölüm Ort. Ödül: -12652.70
Adım: 925147, Bölüm Bitti, Ödül: -11729.65, Son 100 Bölüm Ort. Ödül: -12181.98
Adım: 925195, Bölüm Bitti, Ödül: -9249.17, Son 100 Bölüm Ort. Ödül: -12216.03
Adım: 925221, Bölüm Bitti, Ödül: -5957.17, Son 100 Bölüm Ort. Ödül: -12219.57
Adım: 925276, Bölüm Bitti, Ödül: -13005.77, Son 100 Bölüm Ort. Ödül: -12219.06
Adım: 925924, Bölüm Bitti, Ödül: -142081.18, Son 100 Bölüm Ort. Ödül: -13602.07
Adım: 925935, Bölüm Bitti, Ödül: -2379.10, Son 100 Bölüm Ort. Ödül: -13586.44
Adım: 925956, Bölüm Bitti, Ödül: -4964.07, Son 100 Bölüm Ort. Ödül: -13583.25
Adım: 926011, Bölüm Bitti, Ödül: -10635.02, Son 100 Bölüm Ort. Ödül: -13664.77
Adım: 926066, Bölüm Bitti, Ödül: -13205.35, Son 100 Bölüm Ort. Ödül: -13752.18
Adım: 926107, Bölüm Bitti, Ödül: -10179.24, Son 100 Bölüm Ort. Ödül: -13826.74
Adım: 926150, Bölüm Bitti, Ödül: -8075.34, Son 100 Bölüm Ort. Ödül: -13790.18
Adım: 926188, Bölüm Bitti, Ödül: -7298.34, Son 100 Bölüm Ort. Ödül: -13749.37
